left,top,width,height,conf,text,name
316,610,181,34,93,certified,publiclawsresolu1899nort_0202.jp2
514,620,103,32,95,copy,publiclawsresolu1899nort_0202.jp2
635,609,139,33,96,thereof,publiclawsresolu1899nort_0202.jp2
780,607,135,34,96,shall,publiclawsresolu1899nort_0202.jp2
931,608,52,33,96,be,publiclawsresolu1899nort_0202.jp2
1000,607,93,34,96,filed,publiclawsresolu1899nort_0202.jp2
1112,608,42,33,95,in,publiclawsresolu1899nort_0202.jp2
1172,608,71,33,96,the,publiclawsresolu1899nort_0202.jp2
1271,608,113,33,96,office,publiclawsresolu1899nort_0202.jp2
1401,607,42,34,96,of,publiclawsresolu1899nort_0202.jp2
1459,607,73,34,93,the,publiclawsresolu1899nort_0202.jp2
1549,617,121,24,91,secre-,publiclawsresolu1899nort_0202.jp2
214,665,1456,45,-1,,publiclawsresolu1899nort_0202.jp2
214,670,90,40,96,tary,publiclawsresolu1899nort_0202.jp2
323,669,42,31,96,of,publiclawsresolu1899nort_0202.jp2
381,668,116,38,96,"state,",publiclawsresolu1899nort_0202.jp2
518,667,83,34,96,and,publiclawsresolu1899nort_0202.jp2
618,666,102,34,94,shall,publiclawsresolu1899nort_0202.jp2
740,667,102,32,95,from,publiclawsresolu1899nort_0202.jp2
860,665,147,33,93,thence,publiclawsresolu1899nort_0202.jp2
1027,666,52,33,96,be,publiclawsresolu1899nort_0202.jp2
1096,665,169,34,96,deemed,publiclawsresolu1899nort_0202.jp2
1283,665,81,33,96,and,publiclawsresolu1899nort_0202.jp2
1393,665,125,33,96,taken,publiclawsresolu1899nort_0202.jp2
1547,665,45,33,96,to,publiclawsresolu1899nort_0202.jp2
1618,665,52,33,96,be,publiclawsresolu1899nort_0202.jp2
213,722,1455,46,-1,,publiclawsresolu1899nort_0202.jp2
213,725,73,33,96,the,publiclawsresolu1899nort_0202.jp2
311,725,235,43,96,agreement,publiclawsresolu1899nort_0202.jp2
569,724,82,33,96,and,publiclawsresolu1899nort_0202.jp2
680,723,71,34,96,the,publiclawsresolu1899nort_0202.jp2
780,724,67,32,95,act,publiclawsresolu1899nort_0202.jp2
875,723,42,33,96,of,publiclawsresolu1899nort_0202.jp2
944,723,297,33,96,consolidation,publiclawsresolu1899nort_0202.jp2
1259,724,42,32,96,of,publiclawsresolu1899nort_0202.jp2
1318,722,70,33,96,the,publiclawsresolu1899nort_0202.jp2
1406,722,87,33,91,said,publiclawsresolu1899nort_0202.jp2
1511,731,157,33,91,compa-,publiclawsresolu1899nort_0202.jp2
213,779,1457,45,-1,,publiclawsresolu1899nort_0202.jp2
213,782,103,39,96,nies;,publiclawsresolu1899nort_0202.jp2
340,783,82,32,96,and,publiclawsresolu1899nort_0202.jp2
440,792,25,23,96,a,publiclawsresolu1899nort_0202.jp2
481,792,103,32,96,copy,publiclawsresolu1899nort_0202.jp2
598,782,42,33,95,of,publiclawsresolu1899nort_0202.jp2
656,781,87,33,96,said,publiclawsresolu1899nort_0202.jp2
761,780,233,42,96,agreement,publiclawsresolu1899nort_0202.jp2
1006,780,82,33,96,and,publiclawsresolu1899nort_0202.jp2
1105,781,67,32,96,act,publiclawsresolu1899nort_0202.jp2
1188,780,43,32,96,of,publiclawsresolu1899nort_0202.jp2
1247,779,307,34,96,"consolidation,",publiclawsresolu1899nort_0202.jp2
1570,779,100,43,96,duly,publiclawsresolu1899nort_0202.jp2
213,836,1455,44,-1,,publiclawsresolu1899nort_0202.jp2
213,839,181,34,95,certified,publiclawsresolu1899nort_0202.jp2
411,840,56,40,95,by,publiclawsresolu1899nort_0202.jp2
484,839,72,33,96,the,publiclawsresolu1899nort_0202.jp2
573,840,200,40,96,secretary,publiclawsresolu1899nort_0202.jp2
790,838,43,33,96,of,publiclawsresolu1899nort_0202.jp2
864,838,105,33,96,state,publiclawsresolu1899nort_0202.jp2
999,837,131,34,96,under,publiclawsresolu1899nort_0202.jp2
1152,837,64,33,96,his,publiclawsresolu1899nort_0202.jp2
1248,837,87,33,96,said,publiclawsresolu1899nort_0202.jp2
1353,837,92,39,96,"seal,",publiclawsresolu1899nort_0202.jp2
1466,837,81,33,96,and,publiclawsresolu1899nort_0202.jp2
1566,836,102,34,96,shall,publiclawsresolu1899nort_0202.jp2
214,893,1456,43,-1,,publiclawsresolu1899nort_0202.jp2
214,897,50,33,96,be,publiclawsresolu1899nort_0202.jp2
282,897,191,33,96,evidence,publiclawsresolu1899nort_0202.jp2
490,896,42,34,96,of,publiclawsresolu1899nort_0202.jp2
548,896,71,33,96,the,publiclawsresolu1899nort_0202.jp2
636,896,200,33,96,existence,publiclawsresolu1899nort_0202.jp2
852,895,43,33,96,of,publiclawsresolu1899nort_0202.jp2
919,895,86,33,95,said,publiclawsresolu1899nort_0202.jp2
1023,904,89,24,96,new,publiclawsresolu1899nort_0202.jp2
1129,895,268,41,96,corporation.,publiclawsresolu1899nort_0202.jp2
1452,893,119,43,96,Upon,publiclawsresolu1899nort_0202.jp2
1600,893,70,34,96,the,publiclawsresolu1899nort_0202.jp2
213,951,1452,45,-1,,publiclawsresolu1899nort_0202.jp2
213,954,170,42,96,making,publiclawsresolu1899nort_0202.jp2
410,954,83,33,96,and,publiclawsresolu1899nort_0202.jp2
521,953,227,42,95,perfecting,publiclawsresolu1899nort_0202.jp2
764,952,72,34,95,the,publiclawsresolu1899nort_0202.jp2
853,952,235,42,96,agreement,publiclawsresolu1899nort_0202.jp2
1115,952,83,33,96,and,publiclawsresolu1899nort_0202.jp2
1215,954,67,31,96,act,publiclawsresolu1899nort_0202.jp2
1299,952,42,33,96,of,publiclawsresolu1899nort_0202.jp2
1358,951,307,39,96,"consolidation,",publiclawsresolu1899nort_0202.jp2
213,1009,1457,44,-1,,publiclawsresolu1899nort_0202.jp2
213,1021,53,23,96,and,publiclawsresolu1899nort_0202.jp2
269,1011,159,42,96,filing,publiclawsresolu1899nort_0202.jp2
445,1011,71,33,96,the,publiclawsresolu1899nort_0202.jp2
533,1020,109,24,95,same,publiclawsresolu1899nort_0202.jp2
656,1020,44,23,91,or,publiclawsresolu1899nort_0202.jp2
713,1020,25,23,91,a,publiclawsresolu1899nort_0202.jp2
751,1019,103,33,96,copy,publiclawsresolu1899nort_0202.jp2
868,1009,103,33,95,with,publiclawsresolu1899nort_0202.jp2
984,1009,48,33,95,the,publiclawsresolu1899nort_0202.jp2
1035,1009,235,42,95,secretary,publiclawsresolu1899nort_0202.jp2
1284,1009,42,33,96,of,publiclawsresolu1899nort_0202.jp2
1343,1009,115,37,96,"state,",publiclawsresolu1899nort_0202.jp2
1480,1019,43,23,96,as,publiclawsresolu1899nort_0202.jp2
1540,1009,130,33,96,above,publiclawsresolu1899nort_0202.jp2
213,1066,1454,44,-1,,publiclawsresolu1899nort_0202.jp2
213,1068,207,42,96,"provided,",publiclawsresolu1899nort_0202.jp2
435,1068,71,34,96,the,publiclawsresolu1899nort_0202.jp2
518,1068,152,33,96,several,publiclawsresolu1899nort_0202.jp2
681,1067,289,42,96,"corporations,",publiclawsresolu1899nort_0202.jp2
983,1066,152,42,95,parties,publiclawsresolu1899nort_0202.jp2
1147,1066,160,33,95,thereto,publiclawsresolu1899nort_0202.jp2
1321,1066,102,33,96,shall,publiclawsresolu1899nort_0202.jp2
1436,1066,50,33,96,be,publiclawsresolu1899nort_0202.jp2
1501,1066,166,33,96,deemed,publiclawsresolu1899nort_0202.jp2
211,1123,1457,43,-1,,publiclawsresolu1899nort_0202.jp2
211,1126,83,33,95,and,publiclawsresolu1899nort_0202.jp2
322,1126,127,33,96,taken,publiclawsresolu1899nort_0202.jp2
477,1126,44,33,93,to,publiclawsresolu1899nort_0202.jp2
538,1126,50,32,96,be,publiclawsresolu1899nort_0202.jp2
617,1134,76,24,94,one,publiclawsresolu1899nort_0202.jp2
710,1124,258,41,95,corporation,publiclawsresolu1899nort_0202.jp2
996,1124,57,42,96,by,publiclawsresolu1899nort_0202.jp2
1070,1123,71,34,96,the,publiclawsresolu1899nort_0202.jp2
1171,1133,93,23,95,name,publiclawsresolu1899nort_0202.jp2
1268,1123,236,42,95,provided,publiclawsresolu1899nort_0202.jp2
1522,1123,42,33,96,in,publiclawsresolu1899nort_0202.jp2
1582,1123,86,33,95,said,publiclawsresolu1899nort_0202.jp2
212,1171,1459,54,-1,,publiclawsresolu1899nort_0202.jp2
212,1184,243,41,96,"agreement,",publiclawsresolu1899nort_0202.jp2
477,1182,226,43,96,possessing,publiclawsresolu1899nort_0202.jp2
723,1171,143,43,96,within,publiclawsresolu1899nort_0202.jp2
883,1181,83,33,96,this,publiclawsresolu1899nort_0202.jp2
983,1181,106,33,94,state,publiclawsresolu1899nort_0202.jp2
1117,1180,55,34,93,all,publiclawsresolu1899nort_0202.jp2
1190,1181,71,33,93,the,publiclawsresolu1899nort_0202.jp2
1293,1180,141,42,96,"rights,",publiclawsresolu1899nort_0202.jp2
1456,1180,215,42,96,privileges,publiclawsresolu1899nort_0202.jp2
211,1237,1457,43,-1,,publiclawsresolu1899nort_0202.jp2
211,1240,83,34,95,and,publiclawsresolu1899nort_0202.jp2
311,1240,232,38,95,"franchises,",publiclawsresolu1899nort_0202.jp2
559,1240,82,32,96,and,publiclawsresolu1899nort_0202.jp2
658,1239,161,41,96,subject,publiclawsresolu1899nort_0202.jp2
836,1239,43,33,96,to,publiclawsresolu1899nort_0202.jp2
896,1238,54,33,96,ail,publiclawsresolu1899nort_0202.jp2
966,1238,70,33,96,the,publiclawsresolu1899nort_0202.jp2
1052,1238,260,37,96,"restrictions,",publiclawsresolu1899nort_0202.jp2
1329,1237,242,34,95,disabilities,publiclawsresolu1899nort_0202.jp2
1588,1238,80,33,96,and,publiclawsresolu1899nort_0202.jp2
212,1294,1455,44,-1,,publiclawsresolu1899nort_0202.jp2
212,1298,134,33,96,duties,publiclawsresolu1899nort_0202.jp2
363,1298,42,32,95,of,publiclawsresolu1899nort_0202.jp2
421,1297,86,34,96,said,publiclawsresolu1899nort_0202.jp2
527,1296,133,34,96,North,publiclawsresolu1899nort_0202.jp2
690,1296,190,34,95,Carolina,publiclawsresolu1899nort_0202.jp2
909,1296,82,33,96,and,publiclawsresolu1899nort_0202.jp2
1022,1295,174,43,96,Georgia,publiclawsresolu1899nort_0202.jp2
1227,1295,220,33,96,Extension,publiclawsresolu1899nort_0202.jp2
1479,1294,188,34,96,Railroad,publiclawsresolu1899nort_0202.jp2
213,1351,1452,46,-1,,publiclawsresolu1899nort_0202.jp2
213,1354,214,43,96,Company,publiclawsresolu1899nort_0202.jp2
454,1354,43,33,96,of,publiclawsresolu1899nort_0202.jp2
525,1354,133,35,96,South,publiclawsresolu1899nort_0202.jp2
684,1353,200,39,96,"Carolina,",publiclawsresolu1899nort_0202.jp2
906,1353,83,33,95,and,publiclawsresolu1899nort_0202.jp2
1015,1352,226,43,95,possessing,publiclawsresolu1899nort_0202.jp2
1268,1351,101,34,96,such,publiclawsresolu1899nort_0202.jp2
1387,1351,97,34,96,other,publiclawsresolu1899nort_0202.jp2
1488,1352,177,42,96,"rights,",publiclawsresolu1899nort_0202.jp2
213,1409,1455,45,-1,,publiclawsresolu1899nort_0202.jp2
213,1412,213,42,96,privileges,publiclawsresolu1899nort_0202.jp2
443,1412,83,33,96,and,publiclawsresolu1899nort_0202.jp2
543,1411,222,33,96,franchises,publiclawsresolu1899nort_0202.jp2
783,1420,43,23,96,as,publiclawsresolu1899nort_0202.jp2
843,1419,68,25,95,are,publiclawsresolu1899nort_0202.jp2
940,1409,248,34,96,hereinafter,publiclawsresolu1899nort_0202.jp2
1213,1409,210,34,96,conferred,publiclawsresolu1899nort_0202.jp2
1441,1419,111,32,96,upon,publiclawsresolu1899nort_0202.jp2
1569,1409,99,34,96,such,publiclawsresolu1899nort_0202.jp2
212,1466,1459,44,-1,,publiclawsresolu1899nort_0202.jp2
212,1469,279,34,95,consolidated,publiclawsresolu1899nort_0202.jp2
522,1478,212,32,94,company.,publiclawsresolu1899nort_0202.jp2
788,1467,120,42,96,Upon,publiclawsresolu1899nort_0202.jp2
934,1467,72,33,96,the,publiclawsresolu1899nort_0202.jp2
1033,1467,327,33,96,consummation,publiclawsresolu1899nort_0202.jp2
1386,1467,42,32,96,of,publiclawsresolu1899nort_0202.jp2
1458,1466,70,34,96,the,publiclawsresolu1899nort_0202.jp2
1545,1468,67,32,96,act,publiclawsresolu1899nort_0202.jp2
1628,1467,43,33,96,of,publiclawsresolu1899nort_0202.jp2
211,1524,1459,43,-1,,publiclawsresolu1899nort_0202.jp2
211,1526,307,37,96,"consolidation,",publiclawsresolu1899nort_0202.jp2
539,1536,45,22,96,as,publiclawsresolu1899nort_0202.jp2
600,1525,211,39,96,"aforesaid,",publiclawsresolu1899nort_0202.jp2
834,1524,71,34,96,the,publiclawsresolu1899nort_0202.jp2
932,1524,140,43,96,"rights,",publiclawsresolu1899nort_0202.jp2
1094,1524,214,42,96,privileges,publiclawsresolu1899nort_0202.jp2
1337,1524,82,33,96,and,publiclawsresolu1899nort_0202.jp2
1448,1524,222,33,96,franchises,publiclawsresolu1899nort_0202.jp2
212,1581,1457,43,-1,,publiclawsresolu1899nort_0202.jp2
212,1584,42,32,95,of,publiclawsresolu1899nort_0202.jp2
270,1583,101,34,95,each,publiclawsresolu1899nort_0202.jp2
388,1583,42,34,96,of,publiclawsresolu1899nort_0202.jp2
446,1583,86,33,96,said,publiclawsresolu1899nort_0202.jp2
548,1582,288,42,96,"corporations,",publiclawsresolu1899nort_0202.jp2
854,1582,152,42,96,parties,publiclawsresolu1899nort_0202.jp2
1022,1582,44,33,96,to,publiclawsresolu1899nort_0202.jp2
1077,1581,71,34,96,the,publiclawsresolu1899nort_0202.jp2
1166,1591,109,23,96,"same,",publiclawsresolu1899nort_0202.jp2
1280,1591,75,29,96,and,publiclawsresolu1899nort_0202.jp2
1360,1581,92,33,95,all,publiclawsresolu1899nort_0202.jp2
1468,1581,70,33,93,the,publiclawsresolu1899nort_0202.jp2
1552,1591,117,33,92,prop-,publiclawsresolu1899nort_0202.jp2
212,1638,1456,45,-1,,publiclawsresolu1899nort_0202.jp2
212,1642,99,41,96,"erty,",publiclawsresolu1899nort_0202.jp2
333,1641,93,38,96,"real,",publiclawsresolu1899nort_0202.jp2
447,1640,187,42,96,personal,publiclawsresolu1899nort_0202.jp2
651,1640,81,32,96,and,publiclawsresolu1899nort_0202.jp2
751,1639,145,39,96,"mixed,",publiclawsresolu1899nort_0202.jp2
919,1639,82,33,96,and,publiclawsresolu1899nort_0202.jp2
1018,1639,54,33,94,all,publiclawsresolu1899nort_0202.jp2
1087,1638,119,34,96,debts,publiclawsresolu1899nort_0202.jp2
1223,1638,80,34,95,due,publiclawsresolu1899nort_0202.jp2
1316,1648,53,24,95,on,publiclawsresolu1899nort_0202.jp2
1386,1638,184,34,93,whatever,publiclawsresolu1899nort_0202.jp2
1572,1649,96,23,80,ac-,publiclawsresolu1899nort_0202.jp2
212,1695,1457,43,-1,,publiclawsresolu1899nort_0202.jp2
212,1700,135,36,95,"count,",publiclawsresolu1899nort_0202.jp2
369,1708,43,23,96,as,publiclawsresolu1899nort_0202.jp2
429,1697,89,34,96,well,publiclawsresolu1899nort_0202.jp2
536,1707,45,23,95,as,publiclawsresolu1899nort_0202.jp2
597,1697,145,38,95,"stocks,",publiclawsresolu1899nort_0202.jp2
763,1696,294,42,80,subscriptions,publiclawsresolu1899nort_0202.jp2
1083,1696,83,34,96,and,publiclawsresolu1899nort_0202.jp2
1183,1695,118,34,96,other,publiclawsresolu1899nort_0202.jp2
1317,1695,140,43,96,things,publiclawsresolu1899nort_0202.jp2
1474,1695,42,33,96,in,publiclawsresolu1899nort_0202.jp2
1533,1696,136,33,96,action,publiclawsresolu1899nort_0202.jp2
211,1753,1459,44,-1,,publiclawsresolu1899nort_0202.jp2
211,1755,222,42,96,belonging,publiclawsresolu1899nort_0202.jp2
450,1756,43,32,95,to,publiclawsresolu1899nort_0202.jp2
506,1754,100,34,96,each,publiclawsresolu1899nort_0202.jp2
619,1754,43,33,95,of,publiclawsresolu1899nort_0202.jp2
678,1754,84,33,95,said,publiclawsresolu1899nort_0202.jp2
782,1754,278,42,96,corporations,publiclawsresolu1899nort_0202.jp2
1073,1753,103,34,95,shall,publiclawsresolu1899nort_0202.jp2
1196,1753,49,33,96,be,publiclawsresolu1899nort_0202.jp2
1258,1753,125,33,96,taken,publiclawsresolu1899nort_0202.jp2
1402,1753,82,33,96,and,publiclawsresolu1899nort_0202.jp2
1502,1753,168,34,96,deemed,publiclawsresolu1899nort_0202.jp2
213,1810,1457,42,-1,,publiclawsresolu1899nort_0202.jp2
213,1815,42,32,95,to,publiclawsresolu1899nort_0202.jp2
272,1813,51,33,95,be,publiclawsresolu1899nort_0202.jp2
340,1812,244,34,95,transferred,publiclawsresolu1899nort_0202.jp2
615,1812,82,33,94,and,publiclawsresolu1899nort_0202.jp2
723,1811,136,33,95,vested,publiclawsresolu1899nort_0202.jp2
890,1811,42,33,95,in,publiclawsresolu1899nort_0202.jp2
961,1811,100,33,96,such,publiclawsresolu1899nort_0202.jp2
1090,1820,87,24,96,new,publiclawsresolu1899nort_0202.jp2
1205,1810,259,42,93,corporation,publiclawsresolu1899nort_0202.jp2
1485,1810,185,34,96,without,publiclawsresolu1899nort_0202.jp2
213,1867,1457,43,-1,,publiclawsresolu1899nort_0202.jp2
213,1870,161,34,96,further,publiclawsresolu1899nort_0202.jp2
389,1870,68,33,96,act,publiclawsresolu1899nort_0202.jp2
472,1879,46,24,96,or,publiclawsresolu1899nort_0202.jp2
546,1869,120,33,96,deed:,publiclawsresolu1899nort_0202.jp2
691,1869,82,33,95,and,publiclawsresolu1899nort_0202.jp2
803,1868,53,33,96,all,publiclawsresolu1899nort_0202.jp2
885,1868,203,42,96,"property,",publiclawsresolu1899nort_0202.jp2
1110,1867,306,43,95,"rights-of-way,",publiclawsresolu1899nort_0202.jp2
1438,1868,83,33,95,and,publiclawsresolu1899nort_0202.jp2
1549,1877,121,33,96,every,publiclawsresolu1899nort_0202.jp2
213,1924,1455,43,-1,,publiclawsresolu1899nort_0202.jp2
213,1927,118,34,95,other,publiclawsresolu1899nort_0202.jp2
346,1927,169,33,96,interest,publiclawsresolu1899nort_0202.jp2
531,1926,104,34,96,shall,publiclawsresolu1899nort_0202.jp2
653,1926,50,33,96,be,publiclawsresolu1899nort_0202.jp2
721,1936,43,23,96,as,publiclawsresolu1899nort_0202.jp2
781,1925,233,42,96,effectually,publiclawsresolu1899nort_0202.jp2
1031,1925,72,33,96,the,publiclawsresolu1899nort_0202.jp2
1122,1926,192,41,96,property,publiclawsresolu1899nort_0202.jp2
1332,1925,43,32,96,of,publiclawsresolu1899nort_0202.jp2
1394,1924,72,34,96,the,publiclawsresolu1899nort_0202.jp2
1483,1935,88,23,93,new,publiclawsresolu1899nort_0202.jp2
1588,1935,80,24,92,cor-,publiclawsresolu1899nort_0202.jp2
213,1982,1453,45,-1,,publiclawsresolu1899nort_0202.jp2
213,1985,187,42,96,poration,publiclawsresolu1899nort_0202.jp2
417,1994,44,23,96,as,publiclawsresolu1899nort_0202.jp2
478,1983,100,43,96,they,publiclawsresolu1899nort_0202.jp2
599,1993,98,23,96,were,publiclawsresolu1899nort_0202.jp2
715,1983,43,33,96,of,publiclawsresolu1899nort_0202.jp2
786,1983,71,33,96,the,publiclawsresolu1899nort_0202.jp2
875,1984,149,32,96,former,publiclawsresolu1899nort_0202.jp2
1039,1982,289,43,90,"corporations,",publiclawsresolu1899nort_0202.jp2
1351,1982,150,42,96,parties,publiclawsresolu1899nort_0202.jp2
1519,1983,44,33,96,to,publiclawsresolu1899nort_0202.jp2
1580,1982,86,34,96,said,publiclawsresolu1899nort_0202.jp2
213,2039,1448,46,-1,,publiclawsresolu1899nort_0202.jp2
213,2042,270,43,95,agreements;,publiclawsresolu1899nort_0202.jp2
507,2041,84,33,96,and,publiclawsresolu1899nort_0202.jp2
607,2040,47,33,96,the,publiclawsresolu1899nort_0202.jp2
658,2040,128,33,96,title,publiclawsresolu1899nort_0202.jp2
803,2042,43,31,96,to,publiclawsresolu1899nort_0202.jp2
864,2040,80,33,96,real,publiclawsresolu1899nort_0202.jp2
973,2041,139,34,96,"estate,",publiclawsresolu1899nort_0202.jp2
1133,2039,133,34,96,either,publiclawsresolu1899nort_0202.jp2
1282,2040,57,41,95,by,publiclawsresolu1899nort_0202.jp2
1357,2039,101,34,95,deed,publiclawsresolu1899nort_0202.jp2
1477,2049,44,23,96,or,publiclawsresolu1899nort_0202.jp2
1537,2039,124,34,81,other.,publiclawsresolu1899nort_0202.jp2
214,2096,1455,43,-1,,publiclawsresolu1899nort_0202.jp2
214,2100,103,38,96,"wise,",publiclawsresolu1899nort_0202.jp2
339,2099,129,33,96,under,publiclawsresolu1899nort_0202.jp2
485,2098,71,34,96,the,publiclawsresolu1899nort_0202.jp2
573,2098,97,33,95,laws,publiclawsresolu1899nort_0202.jp2
687,2098,42,32,96,of,publiclawsresolu1899nort_0202.jp2
746,2097,82,33,95,this,publiclawsresolu1899nort_0202.jp2
856,2098,116,36,95,"state,",publiclawsresolu1899nort_0202.jp2
994,2097,136,33,95,vested,publiclawsresolu1899nort_0202.jp2
1151,2097,40,32,95,in,publiclawsresolu1899nort_0202.jp2
1210,2096,131,34,96,either,publiclawsresolu1899nort_0202.jp2
1358,2097,42,32,96,of,publiclawsresolu1899nort_0202.jp2
1416,2096,100,34,93,such,publiclawsresolu1899nort_0202.jp2
1534,2107,135,32,92,corpo-,publiclawsresolu1899nort_0202.jp2
213,2154,1449,42,-1,,publiclawsresolu1899nort_0202.jp2
213,2157,164,38,96,"rations,",publiclawsresolu1899nort_0202.jp2
398,2156,104,33,96,shall,publiclawsresolu1899nort_0202.jp2
531,2156,72,32,96,not,publiclawsresolu1899nort_0202.jp2
631,2156,50,32,96,be,publiclawsresolu1899nort_0202.jp2
710,2155,168,33,96,deemed,publiclawsresolu1899nort_0202.jp2
906,2155,44,33,96,to,publiclawsresolu1899nort_0202.jp2
978,2156,143,37,96,"revert,",publiclawsresolu1899nort_0202.jp2
1143,2164,44,24,96,or,publiclawsresolu1899nort_0202.jp2
1204,2155,43,32,96,to,publiclawsresolu1899nort_0202.jp2
1264,2155,50,32,95,be,publiclawsresolu1899nort_0202.jp2
1333,2154,41,32,95,in,publiclawsresolu1899nort_0202.jp2
1392,2164,81,32,95,any,publiclawsresolu1899nort_0202.jp2
1491,2164,90,32,93,way,publiclawsresolu1899nort_0202.jp2
1598,2154,64,33,85,im-,publiclawsresolu1899nort_0202.jp2
214,2211,1453,46,-1,,publiclawsresolu1899nort_0202.jp2
214,2214,140,43,96,paired,publiclawsresolu1899nort_0202.jp2
371,2214,48,42,96,by,publiclawsresolu1899nort_0202.jp2
417,2222,169,24,95,reason,publiclawsresolu1899nort_0202.jp2
602,2213,42,32,95,of,publiclawsresolu1899nort_0202.jp2
661,2212,82,33,95,this,publiclawsresolu1899nort_0202.jp2
760,2212,158,38,96,article;,publiclawsresolu1899nort_0202.jp2
943,2212,77,33,0,but,publiclawsresolu1899nort_0202.jp2
1032,2212,51,33,0,all,publiclawsresolu1899nort_0202.jp2
1102,2211,132,43,93,rights,publiclawsresolu1899nort_0202.jp2
1245,2211,42,34,93,of,publiclawsresolu1899nort_0202.jp2
1304,2211,193,33,96,creditors,publiclawsresolu1899nort_0202.jp2
1514,2221,52,23,96,and,publiclawsresolu1899nort_0202.jp2
1570,2211,97,34,96,all,publiclawsresolu1899nort_0202.jp2
214,2269,1453,44,-1,,publiclawsresolu1899nort_0202.jp2
214,2272,100,33,96,liens,publiclawsresolu1899nort_0202.jp2
332,2280,110,33,96,upon,publiclawsresolu1899nort_0202.jp2
459,2270,71,34,96,the,publiclawsresolu1899nort_0202.jp2
547,2272,193,40,96,property,publiclawsresolu1899nort_0202.jp2
758,2270,41,32,96,of,publiclawsresolu1899nort_0202.jp2
816,2269,257,42,96,corporation,publiclawsresolu1899nort_0202.jp2
1095,2269,103,33,95,shall,publiclawsresolu1899nort_0202.jp2
1229,2269,50,33,95,be,publiclawsresolu1899nort_0202.jp2
1298,2269,211,41,92,preserved,publiclawsresolu1899nort_0202.jp2
1538,2269,129,32,90,unim-,publiclawsresolu1899nort_0202.jp2
214,2322,1452,50,-1,,publiclawsresolu1899nort_0202.jp2
214,2329,150,43,96,"paired,",publiclawsresolu1899nort_0202.jp2
385,2322,82,40,96,and,publiclawsresolu1899nort_0202.jp2
485,2327,71,34,96,the,publiclawsresolu1899nort_0202.jp2
573,2327,221,41,96,respective,publiclawsresolu1899nort_0202.jp2
812,2326,277,42,96,corporations,publiclawsresolu1899nort_0202.jp2
1117,2335,96,33,96,may,publiclawsresolu1899nort_0202.jp2
1229,2326,52,33,96,be,publiclawsresolu1899nort_0202.jp2
1310,2326,168,33,96,deemed,publiclawsresolu1899nort_0202.jp2
1505,2327,45,32,90,to,publiclawsresolu1899nort_0202.jp2
1578,2335,88,24,90,con-,publiclawsresolu1899nort_0202.jp2
212,2383,1456,42,-1,,publiclawsresolu1899nort_0202.jp2
212,2387,116,33,96,tinue,publiclawsresolu1899nort_0202.jp2
344,2387,42,32,95,in,publiclawsresolu1899nort_0202.jp2
403,2385,200,34,96,existence,publiclawsresolu1899nort_0202.jp2
620,2385,43,32,95,to,publiclawsresolu1899nort_0202.jp2
680,2393,183,32,96,preserve,publiclawsresolu1899nort_0202.jp2
880,2383,71,34,96,the,publiclawsresolu1899nort_0202.jp2
976,2393,126,29,96,same;,publiclawsresolu1899nort_0202.jp2
1128,2384,82,32,95,and,publiclawsresolu1899nort_0202.jp2
1227,2383,53,33,96,all,publiclawsresolu1899nort_0202.jp2
1310,2383,128,39,96,"debts,",publiclawsresolu1899nort_0202.jp2
1462,2383,206,34,95,liabilities,publiclawsresolu1899nort_0202.jp2
213,2440,1454,43,-1,,publiclawsresolu1899nort_0202.jp2
213,2444,82,33,96,and,publiclawsresolu1899nort_0202.jp2
313,2443,134,34,96,duties,publiclawsresolu1899nort_0202.jp2
463,2442,42,34,96,of,publiclawsresolu1899nort_0202.jp2
521,2441,132,34,96,either,publiclawsresolu1899nort_0202.jp2
663,2442,42,32,96,of,publiclawsresolu1899nort_0202.jp2
721,2441,86,33,96,said,publiclawsresolu1899nort_0202.jp2
826,2441,232,42,94,companies,publiclawsresolu1899nort_0202.jp2
1069,2440,104,34,94,shall,publiclawsresolu1899nort_0202.jp2
1191,2440,260,33,96,thenceforth,publiclawsresolu1899nort_0202.jp2
1464,2440,142,34,96,attach,publiclawsresolu1899nort_0202.jp2
1624,2443,43,31,96,to,publiclawsresolu1899nort_0202.jp2
213,2497,1450,44,-1,,publiclawsresolu1899nort_0202.jp2
213,2502,88,33,96,said,publiclawsresolu1899nort_0202.jp2
318,2511,88,23,96,new,publiclawsresolu1899nort_0202.jp2
423,2499,268,42,96,"corporation,",publiclawsresolu1899nort_0202.jp2
712,2498,82,33,96,and,publiclawsresolu1899nort_0202.jp2
812,2499,51,33,96,be,publiclawsresolu1899nort_0202.jp2
890,2498,187,34,94,enforced,publiclawsresolu1899nort_0202.jp2
1097,2498,163,42,95,against,publiclawsresolu1899nort_0202.jp2
1280,2497,33,33,95,it,publiclawsresolu1899nort_0202.jp2
1330,2503,40,27,96,to,publiclawsresolu1899nort_0202.jp2
1389,2497,72,34,96,the,publiclawsresolu1899nort_0202.jp2
1478,2507,109,24,93,same,publiclawsresolu1899nort_0202.jp2
1604,2507,59,24,92,ex-,publiclawsresolu1899nort_0202.jp2
215,2554,1452,46,-1,,publiclawsresolu1899nort_0202.jp2
215,2560,88,33,96,tent,publiclawsresolu1899nort_0202.jp2
319,2568,45,24,96,as,publiclawsresolu1899nort_0202.jp2
